Actual,Predicted
65.96,66.35835174692068
60.51,59.69918758931024
68.49,67.56819988966971
43.55,42.82130606071203
91.08,90.78528573647364
41.2,40.85155329937682
29.35,30.102902444375
39.97,39.78168758636733
33.175,33.08252844883132
57.42,58.019398432435544
74.17,75.21723980043846
36.19,36.47210299752492
49.29,48.47059697520137
43.97,44.14114039825645
194.85,192.79248203668624
116.55,115.64216576022669
25.93,25.77344586743008
132.64,134.259828915588
60.37,59.599200139496276
11.32,11.305261879348562
142.55,140.6390282137193
28.91,29.23301163099346
73.37,73.16749707925207
106.37,103.94363413199217
77.73,77.03701138705271
29.51,28.713076891960814
53.36,53.289992056234745
102.62,102.72378724426171
73.4,73.52745189858236
119.86,120.55154954609264
123.83,117.84188965613404
83.64,82.37634120711874
77.0,77.45695867627138
63.77,63.71868307183186
132.67,130.76026817209902
104.12,99.25422273571694
47.35,46.350863039145196
36.83,36.61208542726448
181.74,182.40378600101474
117.41,118.17184824052015
52.43,52.430099987834595
123.21,123.81114041002807
122.96,121.93137635352544
63.68,63.518708172203915
82.88,84.05613036399345
42.98,42.79130982576785
56.82,57.28949004879356
53.25,53.02002594173702
278.58,277.3118733644354
30.7,30.842809572998384
44.08,43.081273430228364
40.65,40.76156459454425
112.3,114.06236405316596
360.91,365.55079782526434
31.66,31.87268030608228
69.0,66.21836931718111
319.76,314.81716578965575
62.37,62.078888894882745
41.14,41.011533219079176
73.6,72.76754727999618
101.8,96.42457790598158
135.21,134.84975486949043
33.01,32.95754413656386
56.67,57.119511384109806
40.595,40.40660914770465
215.14,213.06993685895947
40.21,40.2416298555116
26.1625,26.055910413154546
161.22,159.8166210880388
72.65,73.13750084430788
43.11,43.81118181387034
54.67,53.989904204932536
72.25,72.98751966958692
69.45,69.24798904654442
90.22,89.45545265394784
28.97,29.113026691216692
64.44,64.28861153577148
58.08,57.78942729786341
69.2,70.017892410112
74.1,73.59744311345213
57.25,56.4795917053004
41.99,43.48122322948424
43.67,43.511219464428436
128.25,127.7906409126241
66.78,65.35847724878097
161.74,157.03696998321044
16.22,16.274638135102894
122.32,124.31107765909793
65.54,65.6384421082601
42.2,40.961539494172186
114.25,116.93200386282692
189.89,193.01245442627697
96.64,96.7445377453863
66.34,66.64831535138119
77.03,76.22711304355956
92.99,92.36508744353438
66.02,65.86841324283222
157.75,156.5170352441778
27.26,26.943299030253538
69.82,68.56807438780942
119.35,118.51180556988764
49.07,48.440600740257175
81.38,81.04650812459293
16.05,16.644591699414583
26.1,26.163396921704567
174.4,173.4049155177574
44.78,44.37111153282858
303.91,309.52782969449675
43.62,43.321243309781885
30.12,31.052783217607722
46.97,46.53084044881034
33.94,33.67245440273374
56.02,56.579579155114374
220.0,220.77896923961657
35.15,35.00228748525955
63.6,65.10850862424604
203.76,203.36115548202298
94.22,94.26484898999982
373.72,378.3891863813782
76.97,76.90702770229456
46.61,46.480846723903355
150.54,150.00785226128835
72.41,71.76767278185648
52.21,52.49009245772298
85.8,85.5459433662216
67.75,68.75805054245596
67.89,66.88828523093473
110.69,109.94288112083039
136.27,136.90949633565822
31.65,31.76269411128691
15.54,16.574600484544803
21.83,21.52397925033634
66.68,66.07838688744155
189.32,188.14306562033664
42.84,43.301245819819094
84.62,84.94601866733778
65.89,65.6084458733159
179.82,175.3246745541856
68.45,68.2681120383675
27.8,27.63321243396993
89.59,89.57543759372462
177.58,177.4444084902418
47.86,48.240625840629235
85.95,85.93589442049608
38.75,37.66195365031116
48.92,48.980532969252614
68.2,68.40809446810707
48.65,48.03065219601989
126.73,126.68078021968903
114.26,113.71240797881707
40.49,39.67170139157197
108.91,110.43281962491884
74.23,74.55732263166625
21.57,21.59397046520612
52.95,52.80005355214629
37.735,37.93691913729958
67.51,67.07826138558127
45.94,45.830928300112554
147.78,139.69914618546795
185.26,186.90322124264344
51.31,52.14013638337408
50.8,50.3903560116296
17.26,17.064538988633256
112.36,112.52255732603082
60.48,61.29898678633377
54.23,53.31998829117893
33.76,33.662455657752346
62.71,63.16875209785502
78.12,78.7767930138158
273.29,287.33061583579524
86.24,86.71579652904505
25.35,25.27350861836023
65.44,64.82854376476693
86.23,86.04588061529145
233.93,234.44725362918632
121.13,119.0417390539017
51.62,51.20025435512276
66.54,66.49833417666024
78.34,77.93689843537845
149.55,150.6877669200233
141.46,140.92899181817978
93.8,93.62492931119041
61.14,61.94890521012458
187.25,185.96333921439208
52.33,52.31011504805783
216.68,215.95957415858322
80.27,80.85653196994639
7.87,8.115662230282906
89.52,89.73541751342695
67.52,68.2881095283303
377.32,376.4994235798941
62.98,62.32885751941767
31.42,31.262756862217056
71.29,72.17762132609376
22.69,22.173897674127144
25.38,26.15339817672317
27.17,27.70320364883971
92.0,91.9351414093343
73.59,73.79741801308008
86.38,85.98588814540307
44.71,45.111018661451965
74.59,74.0373878926336
64.04,64.38859898558546
140.04,140.5090445289611
53.54,53.599953150658045
245.9,248.63547275778876
103.52,104.24359648143407
38.16,39.04178045774396
35.69,36.522096722431904
32.02,31.59271544660316
97.99,97.61442855876783
101.58,101.09399181229399
82.23,82.26635501232337
34.53,34.562342706078084
71.84,72.90752970973574
304.56,305.5183329569565
49.84,50.01040370233651
40.87,41.001534474097774
35.44,35.352243559608446
93.25,93.76491174092996
62.16,61.238994316445385
43.24,43.171262135060935
129.82,133.38993810220643
52.61,52.82005104210908
40.32,40.54159220495352
21.31,21.12402945108046
70.14,70.17787232981433
101.02,99.18423152084716
70.59,73.53745064356374
118.32,119.3117051683994
38.27,38.04190595960426
40.48,40.88154953432101
66.92,67.6681873394837
76.64,76.1071281037828
34.61,34.562342706078084
55.96,55.07976740790481
86.19,85.27597725172389
91.1,90.75528950152945
85.36,86.44583041454734
116.75,114.69228498699398
258.6,255.02467080090145
87.66,86.68580029410086
39.192,39.507721973877054
101.43,101.12398804723819
28.5,28.45310952244449
65.38,64.15862785101332
25.04,25.30350485330442
55.39,54.439847729095405
63.83,63.86866424655281
64.15,63.79867303168303
31.2,30.082904954412207
147.26,146.82825135720407
112.59,112.9425046152495
63.63,64.65856510008318
67.27,67.2682375402278
157.52,156.68701390886156
127.38,126.85075888437278
64.43,64.89853497963671
166.64,161.79637259435543
44.31,44.24112784807042
76.93,76.55707162794566
28.93,28.96304551649574
181.65,180.34404453484694
13.17,13.025046016148853
114.58,114.01237032825898
22.855,22.94380103769472
54.14,53.7899293053046
62.6,62.65881610380377
16.18,16.34462934997267
89.31,89.35546520413388
21.24,21.48398427041075
202.94,205.880839217335
23.72,23.65371193137391
71.41,70.2978572695911
48.05,50.490343461443565
63.53,62.94877970826428
95.94,96.3545866911118
73.38,73.52745189858236
171.64,171.46515899136637
143.29,143.39868182858487
67.21,67.79817102424185
52.42,52.45009747779739
47.07,47.11076765773137
103.99,103.72366174240142
54.0,54.929786233183854
31.22,31.232760627272867
59.92,60.44909346291502
50.33,50.66032212612732
29.26,29.50297774549118
15.74,15.60472222134929
102.95,101.86389517586157
58.16,58.519335681505396
27.19,27.683206158876917
33.92,33.302500838422056
64.53,65.33847975881817
20.16,19.914181308331415
110.04,109.68291375131406
116.37,116.49205908364544
43.57,42.77131233580506
42.85,42.021406462200275
38.45,37.8819260399019
43.71,44.251126593051815
72.47,73.0375133944939
29.16,29.33299908080743
94.5,94.38483392977659
72.575,72.26761003092632
186.78,189.82285477721132
29.71,29.792941349951693
45.28,45.19100862130314
122.74,123.81114041002807
214.55,213.6098690879549
113.03,113.79239793866824
78.13,77.59694110601095
61.2,61.558954155850095
303.86,306.7281810997056
99.63,98.3643344323726
35.63,35.5222222242922
48.09,47.85067478635475
40.73,41.47147548822344
164.43,164.47603624936983
53.71,53.130012136532386
131.35,130.69027695722923
42.8,45.63095340048461
46.43,44.80105756702866
31.23,31.132773177458894
28.02,27.723201138802505
53.71,53.22999958634636
71.83,72.17762132609376
56.57,56.76955530976091
35.3403,35.373040949169756
63.41,62.78879978856193
309.07,306.41822000528225
795.39,801.0361367450312
40.78,40.25162860049299
77.51,80.93652192979756
143.84,143.42867806352905
120.75,121.66141023902772
58.82,58.519335681505396
49.03,48.240625840629235
103.97,103.14373453348038
38.18,37.51197247559021
57.48,57.62944737816105
50.05,49.97040872241092
54.61,54.7798050584629
125.27,125.11097725760969
70.92,70.6678108339028
57.65,56.98952769935165
90.98,89.46545139892925
18.45,18.599346343277702
20.58,20.314131107587297
66.54,66.20837057219971
24.91,24.29363161018332
27.16,27.343248829509417
76.79,77.16699507181089
82.64,82.54631987180248
93.32,93.74491425096717
25.16,25.488481635460268
37.52,37.361991300869256
33.77,33.96241800719426
57.66,57.8094247878262
538.15,540.6988136643963
32.06,32.212637635449774
106.2,104.4835663609876
81.67,80.71654954020683
56.66,56.689565349909735
44.49,44.22113035810763
135.0,135.55966576316962
39.5294,41.63905445411166
28.0,27.97316976333743
201.15,200.28154202775266
22.24,22.073910224313178
86.05,86.35584170971477
64.87,65.78842328298104
121.6,120.0116173170972
91.48,89.31547022420828
102.03,102.31383870002443
54.77,54.33986027928143
36.52,36.42210927261793
27.83,27.453235024304785
40.31,40.76156459454425
54.58,54.439847729095405
158.34,156.4570427742894
47.58,47.230752597508136
106.43,105.69341450373665
78.91,77.11700134690389
69.61,69.18799657665603
60.85,61.558954155850095
76.32,76.89702895731315
37.37,37.68195114027395
39.83,39.43173151201844
65.67,64.99852242945069
45.8333,45.81503029559212
35.81,35.47222849938522
57.62,57.61944863317966
20.47,20.514106007215236
38.59,38.11189717447404
93.77,92.54506485319953
59.52,59.48421457221021
73.04,73.64743683835911
109.0,109.85289241599781
54.15,53.94990922500695
118.02,120.50155582118565
113.56,113.33245566952397
48.2,48.170634625759455
40.29,40.45160350012094
21.36,21.18402192096884
66.425,64.85853999971113
4.25,4.326137882333427
71.4,70.64781334394
89.99,89.74541625840835
100.0,100.91401440262885
47.73,47.450724987098866
42.77,42.21138261684682
40.61,40.6115834198233
56.88,56.59957664507716
34.5,34.86230505552
44.87,44.43110400271696
163.77,162.0063462389648
147.23,146.23832540330164
80.01,80.19661480117419
45.75,45.940914494907915
19.92,20.054163738070976
57.86,57.66944235808664
53.68,53.669944365527826
29.82,30.382867303854116
560.0,559.9563964985671
41.06,40.941542004209396
77.4,77.0970038569411
43.88,43.79118432390756
29.98,30.332873578947133
49.4,49.720440097876
156.45,158.00684824640598
42.92,42.9512897454702
124.34,123.22121445612565
41.43,41.571462938037406
58.07,58.359355761803045
371.69,374.5196720735775
64.73,65.01851991941348
27.88,28.18314340794677
16.82,17.09453522357745
181.42,181.4939002077076
162.27,161.40642154008094
45.66,45.03102870160078
93.63,93.57493558628343
95.95,95.76466073720937
151.03,152.36755607689804
29.61,29.94292252467265
34.91,34.75231886072462
43.84,44.21113161312623
98.21,98.50431686211216
59.64,59.19925034024039
32.43,32.692577394556835
41.05,40.52159471499072
45.51,45.540964695652036
56.61,55.54970842203048
23.86,23.92367804587163
52.37,52.7400610822579
67.65,67.79817102424185
21.63,21.45398803546656
59.07,59.889163743956786
132.56,133.1899632025785
61.22,61.99889893503156
13.42,13.355004600534956
14.32,14.054916749232747
35.36,35.08227744511073
47.1863,46.77570971340475
35.36,35.07227870012933
187.26,188.3130442850204
172.52,174.68475487537626
96.49,98.4143281572796
109.01,108.79302544796973
53.35,53.00002845177423
65.48,65.72843081309266
33.17,33.26250585849647
25.85,25.0335387388067
44.72,44.57108643245652
33.8,33.60246318786396
14.43,14.38487533361885
33.97,33.47247950310581
142.44,140.65902570368212
71.17,69.2979827714514
143.65,144.08859523230132
73.94,75.23723729040125
93.71,94.21485526509284
123.81,123.4011918657908
58.68,56.019649436156136
33.82,34.5123489811711
105.64,105.05349482492723
150.94,150.20782716091628
34.31,34.94229501537117
70.44,71.91765395657744
31.84,31.842684071138088
46.79,47.090770167768575
83.33,84.73604502272843
31.61,32.54259621983588
25.62,25.48348226296957
39.98,40.10164742577204
64.93,65.74842830305546
44.01,44.22113035810763
47.07,48.100643410889674
47.01,46.83080279825226
95.22,95.54468834761865
29.22,29.213014141030666
37.045,36.862054051799404
112.78,113.84239166357523
85.07,83.71617303462594
147.21,148.0081032650089
90.94,90.71529452160387
12.35,12.345131357413855
32.03,31.952670265933452
28.02,28.263133367797945
27.4,27.343248829509417
54.4,54.62982388374194
64.24,65.61844461829729
44.72,45.16101238635895
24.86,25.423489793081185
32.1,32.56259370979867
74.38,74.48733141679647
23.51,23.07378472245288
31.59,34.40236278637573
64.43,63.93865546142259
132.81,132.1400949795318
36.28,38.2018858793066
65.78,67.06826264059987
85.76,86.61580907923107
47.35,46.65082538858711
37.94,37.901923529864696
78.15,77.4069649513644
118.72,119.24171395352964
66.91,66.6083203714556
69.8,69.44796394617237
36.65,36.13614516614997
59.23,59.349231514961346
47.69,48.290619565536225
158.59,158.90673529473167
15.02,15.034793757409659
117.7,117.49193358178515
79.85,80.02663613649044
57.04,55.83967202649099
75.86,75.66718332460133
80.35,79.81666249188109
84.42,84.69605004280285
9.05,9.085540493478419
53.77,52.98003096181144
117.64,118.0018695758364
29.69,29.133024181179486
224.87,223.27865548496584
69.14,68.14812709859073
19.33,20.014168758145384
140.99,142.75876214977546
39.98,40.62158216480469
725.43,714.177039091635
123.13,122.02136505835801
40.85,41.56146419305601
84.18,83.93614542421668
45.72,46.15088813951726
524.81,523.4509785714864
45.44,46.58083417371733
55.9,56.019649436156136
34.27,34.382365296412935
38.13,39.2117591224277
23.84,24.003668005722805
53.81,53.85992052017438
18.02,17.86443858714502
36.71,36.42210927261793
44.56,44.861050036917035
50.7,50.860297025755266
174.0,180.4740282196051
26.41,26.073408216871993
119.77,120.37157213642749
42.65,42.23138010680962
32.99,33.412487033217424
30.18,30.51285098861228
46.738,46.62682840063175
129.93,130.1903397081594
126.55,124.7610211832608
24.98,25.41349104809979
125.28,127.86063212749387
119.88,120.58154578103682
53.06,53.19000460642077
63.15,63.308734527594574
37.43,37.92192101982749
25.68,24.953548778955525
32.3,32.802563589352204
90.66,89.21548277439432
58.26,58.20937458708208
47.57,47.72069110159659
223.55,224.00856386860784
82.22,80.89652694987197
53.37,52.97003221683004
65.52,67.40821996996736
33.29,33.26250585849647
52.19,51.59020540939724
27.94,27.423238789360592
85.13,85.96589065544028
65.41,66.2383668071439
30.75,30.502852243630883
51.28,51.34023678486232
71.16,68.78804677740015
68.97,69.17799783167463
81.1,82.50632489187689
121.65,119.86163614237624
20.16,20.34412734253149
87.8,87.80565973201733
81.77,80.93652192979756
48.68,48.850549284494456
35.26,35.942169513510876
56.82,55.629698381881646
86.75,86.60581033424968
17.11,16.88456157896811
54.55,54.75980756850011
45.75,45.01103121163799
50.3,50.020402447317906
105.38,105.71341199369944
106.01,107.22322248589037
98.66,98.98425662121922
89.09,90.04537860785027
66.185,66.54332852907653
35.36,34.61233643098507
80.76,81.44645792384881
103.37,104.71353749555973
50.4,50.12038989713188
61.58,61.758929055478035
84.0,84.19611279373301
33.19,33.45248201314301
40.52,39.971663741013884
97.1,97.49444361899107
177.36,176.29455281738115
77.78,77.62693734095514
91.16,92.46507489334836
105.14,105.80340069853202
74.8,73.91740295285685
74.5,73.96739667776383
101.19,102.16385752530348
30.41,29.87293130980287
205.7,203.44114544187414
106.16,108.13310827919751
47.94,47.78068357148497
40.56,40.63158090978609
46.37,46.750812838401075
43.16,43.13126715513535
65.1,64.01864542127376
50.39,50.450348481517985
101.45,101.34396043682892
65.27,64.61857012015759
32.77,33.012537233961545
42.53,42.9512897454702
44.11,44.03115420346108
136.55,138.2693256531282
28.7,28.48310575738868
31.53,31.622711681547354
76.83,76.43708668816889
238.98,239.07667255557317
88.72,87.70567228220335
26.05,25.153523678583465
119.84,119.91162986728324
96.54,96.50456786583275
79.59,78.1068771000622
85.24,86.18586304503101
18.01,17.78444862729385
76.6585,76.37559440653331
28.8,28.553096972258462
105.21,105.46344336916451
141.9,141.35893785237988
37.6,37.351992555887854
98.84,99.55418508515886
67.95,67.75817604431626
134.1,132.98998830295056
52.26,52.250122578169446
47.61,46.65082538858711
19.24,19.65421393881509
41.94,41.90142152242351
52.04,52.0601464235229
44.54,44.54109019751233
175.02,173.8048653170133
52.87,52.72006359229511
158.26,160.11658343748076
49.78,50.360359776685414
34.06,34.21238663172918
124.05,124.20109146430256
44.15,44.161137888219244
110.11,111.15272926357942
396.89,414.3646708244447
61.58,62.028895169975755
67.41,66.45833919673464
83.08,83.07625335581653
46.09,46.52084170382894
309.86,314.9871444543395
76.4,76.14712308370838
136.94,139.9991085349099
36.06,36.76206660198543
99.06,100.15410978404267
123.82,123.80114166504669
122.56,122.43131360259528
118.7,120.90150562044154
58.45,58.089389647305325
132.54,131.6101614955178
268.2,261.9937960529352
110.74,111.27271420335619
63.83,63.988649186329575
104.08,101.74391023608482
48.96,48.94053798932703
63.35,63.09876088298524
56.11,54.48984145400239
17.01,16.82456910907973
69.36,69.78792127553986
184.52,184.16356511774063
89.71,89.98538613796188
142.27,141.59890773193342
74.33,74.15737283241037
49.66,48.75556120717118
45.1,45.12101740643336
118.25,117.17197374238044
22.44,22.883808567806337
101.17,101.12398804723819
95.07,97.0759961415196
159.17,158.9167340397131
65.37,64.72855631495295
207.86,208.80047275190293
65.69,66.05838939747878
41.6,41.42148176331645
114.84,116.76202519814316
26.51,26.783319110551183
82.69,83.15624331566771
166.61,166.02584172148642
132.21,133.07997700778316
60.82,61.888912740236194
115.84,116.04211555948258
64.13,65.11850736922743
44.44,44.37111153282858
70.3,70.10788111494458
188.66,187.04320367238296
49.04,49.120515398992175
298.5,299.9790282372626
96.64,97.18448252456776
57.73,57.60944988819827
74.43,75.27723227032685
17.82,17.794447372275243
226.46,223.8785801838497
13.88,13.854941849604808
37.87,37.74194361016234
97.6,96.3545866911118
69.01,69.20799406661882
25.32,25.163522423564864
144.64,144.93848855572003
33.54,33.40248828823603
21.54,22.60384370832722
31.79,31.32274933210544
95.98,94.7047937691813
81.18,80.60656334541146
23.51,23.223765897173834
17.37,17.39449757301936
30.47,30.34787169641923
90.24,89.68542378851997
319.0,318.5966913926238
172.99,175.72462435344153
14.15,14.234894158897896
88.38,88.01563337662667
38.54,38.701823128376454
29.235,29.4329865306214
60.74,61.238994316445385
92.1,90.76528824651085
68.52,68.6280668576978
529.8,539.6689429313125
89.35,87.92564467179409
132.51,133.5099230419832
34.18,34.852306310538594
180.3,179.94409473559108
93.17,92.985009632381
245.4,247.06566979570943
32.14,32.012662735821834
74.62,74.58731886661043
186.38,186.38328650361075
50.74,50.57033342129474
225.48,223.29865297492864
132.89,132.28007740927137
60.64,61.628945370719876
134.22,139.75913865535637
151.4,151.7676313780142
87.88,87.48569989261263
153.44,154.5972762077496
26.86,26.89330530534655
33.85,34.57234145105948
93.94,93.3249669617485
